id,host_id,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_verifications,host_identity_verified,neighbourhood,room_type,accommodates,bedrooms,beds,amenities,minimum_nights,maximum_nights,has_availability,availability_365,number_of_reviews,review_scores_rating,instant_bookable,reviews_per_month
40083649,53566312,Aubrey,1/6/16,within a few hours,69%,37%,f,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",t,San Mateo,Entire home/apt,4,1,0,"[""Long term stays allowed"", ""Air conditioning"", ""Washer"", ""Smoke alarm"", ""Free street parking"", ""Dishes and silverware"", ""Heating"", ""Hot water"", ""Gym"", ""Lockbox"", ""Elevator"", ""Cable TV"", ""Hair dryer"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Patio or balcony"", ""Stove"", ""Dedicated workspace"", ""Iron"", ""Refrigerator"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Pool"", ""Microwave"", ""Kitchen"", ""Hot tub"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""TV"", ""Wifi"", ""Dryer"", ""Hangers""]",1,1125,t,363,2,100,f,0.14
40105176,107434423,Blueground,12/16/16,within an hour,100%,99%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,San Mateo,Entire home/apt,4,2,2,"[""Refrigerator"", ""Lockbox"", ""Elevator"", ""Bathtub"", ""Patio or balcony"", ""Bed linens"", ""Oven"", ""Hair dryer"", ""Long term stays allowed"", ""Hangers"", ""Smoke alarm"", ""Air conditioning"", ""Paid parking on premises"", ""Coffee maker"", ""Wifi"", ""Iron"", ""BBQ grill"", ""Microwave"", ""Dishwasher"", ""Dryer"", ""TV"", ""Private entrance"", ""Pool"", ""Garden or backyard"", ""Indoor fireplace"", ""Kitchen"", ""Heating"", ""Shampoo"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""Gym""]",30,1125,t,311,0,,t,
40109912,107434423,Blueground,12/16/16,within an hour,100%,99%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,San Mateo,Entire home/apt,4,2,2,"[""Private entrance"", ""Long term stays allowed"", ""Garden or backyard"", ""BBQ grill"", ""Pool"", ""Bathtub"", ""Washer"", ""Wifi"", ""Kitchen"", ""Air conditioning"", ""Dryer"", ""Shampoo"", ""Hair dryer"", ""Essentials"", ""Lockbox"", ""Carbon monoxide alarm"", ""Heating"", ""Dishwasher"", ""Iron"", ""Oven"", ""Elevator"", ""Refrigerator"", ""Gym"", ""TV"", ""Hangers"", ""Smoke alarm"", ""Microwave"", ""Coffee maker"", ""Paid parking on premises"", ""Patio or balcony"", ""Indoor fireplace"", ""Bed linens""]",30,1125,t,326,0,,t,
40120862,179270410,Q,3/19/18,within an hour,100%,91%,f,"['phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,South San Francisco,Entire home/apt,3,1,2,"[""Iron"", ""Dishes and silverware"", ""Shampoo"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Essentials"", ""Microwave"", ""Free street parking"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Lockbox"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Air conditioning"", ""TV"", ""Heating"", ""Hangers"", ""Wifi"", ""Free parking on premises"", ""Private entrance"", ""Coffee maker"", ""Refrigerator"", ""Kitchen"", ""Long term stays allowed"", ""Washer"", ""Cooking basics"", ""Dryer""]",3,1125,t,180,22,95,f,1.95
40142650,19251420,Danielle & Nate,7/31/14,within a few hours,85%,82%,f,"['email', 'phone', 'google', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,Pacifica,Entire home/apt,12,5,8,"[""Oven"", ""Dryer"", ""Hot water"", ""Stove"", ""Private entrance"", ""Pack \u2019n Play/travel crib"", ""Baby safety gates"", ""Kitchen"", ""Hair dryer"", ""Microwave"", ""Long term stays allowed"", ""Shampoo"", ""Bathtub"", ""Iron"", ""Washer"", ""Dishes and silverware"", ""Garden or backyard"", ""Free street parking"", ""Keypad"", ""Children\u2019s dinnerware"", ""TV"", ""Wifi"", ""Coffee maker"", ""Cable TV"", ""Fire extinguisher"", ""Cooking basics"", ""Extra pillows and blankets"", ""Heating"", ""Carbon monoxide alarm"", ""Bed linens"", ""Beachfront"", ""Refrigerator"", ""Hangers"", ""Dishwasher"", ""Dedicated workspace"", ""Smoke alarm"", ""Free parking on premises"", ""Room-darkening shades"", ""Hot tub"", ""Patio or balcony"", ""Babysitter recommendations"", ""Table corner guards"", ""Essentials""]",2,90,t,50,30,97,f,2.2
40152928,46648223,Karen,10/15/15,within an hour,100%,98%,f,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",t,Pacifica,Entire home/apt,3,,2,"[""Private entrance"", ""Garden or backyard"", ""Hot water"", ""BBQ grill"", ""Washer"", ""Wifi"", ""Dryer"", ""Shampoo"", ""Hair dryer"", ""Essentials"", ""Shower gel"", ""Lockbox"", ""Free street parking"", ""Dedicated workspace"", ""Heating"", ""Carbon monoxide alarm"", ""Iron"", ""Hot tub"", ""Extra pillows and blankets"", ""Refrigerator"", ""Fire extinguisher"", ""TV"", ""Beach essentials"", ""Hangers"", ""First aid kit"", ""Smoke alarm"", ""Microwave"", ""Coffee maker"", ""Dishes and silverware"", ""Single level home"", ""Free parking on premises"", ""Patio or balcony"", ""Bed linens""]",2,30,t,300,56,98,t,4.75
40154726,309974957,Aline,11/16/19,N/A,N/A,100%,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,Daly City,Private room,2,1,2,"[""Heating"", ""Washer"", ""Dryer"", ""Hair dryer"", ""TV"", ""Air conditioning"", ""Shampoo"", ""First aid kit"", ""Essentials"", ""Iron"", ""Lock on bedroom door""]",1,15,t,89,0,,f,
40155497,21940642,Alex,9/29/14,within an hour,100%,86%,f,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'government_id']",t,Colma,Shared room,4,1,4,"[""Microwave"", ""Smoke alarm"", ""Air conditioning"", ""Dryer"", ""Kitchen"", ""Wifi"", ""Heating"", ""Fire extinguisher"", ""Hair dryer"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""First aid kit"", ""Stove""]",1,90,t,89,2,100,f,0.17
40156849,106568129,Larry,12/8/16,within an hour,96%,96%,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,San Bruno,Entire home/apt,4,1,1,"[""Private entrance"", ""Long term stays allowed"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Essentials"", ""Smart lock"", ""Shower gel"", ""Free street parking"", ""Dedicated workspace"", ""Heating"", ""Carbon monoxide alarm"", ""Stove"", ""Oven"", ""Refrigerator"", ""TV"", ""Hangers"", ""Smoke alarm"", ""Microwave"", ""Cooking basics"", ""Dishes and silverware"", ""Single level home"", ""Free parking on premises"", ""Bed linens""]",1,1125,t,160,49,96,t,3.58
40157461,21940642,Alex,9/29/14,within an hour,100%,86%,f,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'government_id']",t,Daly City,Shared room,4,1,4,"[""Microwave"", ""Smoke alarm"", ""Air conditioning"", ""Refrigerator"", ""Dryer"", ""Kitchen"", ""Wifi"", ""Heating"", ""Fire extinguisher"", ""Hair dryer"", ""Free street parking"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""First aid kit""]",1,90,t,86,4,60,t,0.3
40157599,21940642,Alex,9/29/14,within an hour,100%,86%,f,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'government_id']",t,Daly City,Shared room,4,1,4,"[""Microwave"", ""Smoke alarm"", ""Air conditioning"", ""Refrigerator"", ""Dryer"", ""Hot water"", ""Kitchen"", ""Wifi"", ""Heating"", ""Fire extinguisher"", ""Dishes and silverware"", ""Hair dryer"", ""Free street parking"", ""Essentials"", ""Carbon monoxide alarm"", ""Oven"", ""Washer"", ""First aid kit"", ""Stove""]",1,90,t,89,7,97,t,0.51
40159312,310021622,Edmundo,11/16/19,N/A,N/A,N/A,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,Redwood City,Entire home/apt,1,1,1,"[""Smoke alarm"", ""Wifi"", ""Free parking on premises"", ""Heating"", ""Dryer"", ""Hangers"", ""TV"", ""Kitchen"", ""Washer"", ""Essentials"", ""Carbon monoxide alarm""]",1,1125,t,89,0,,f,
40165933,183189580,Kaue,4/8/18,a few days or more,0%,N/A,f,"['email', 'phone']",f,Daly City,Private room,2,1,2,"[""Breakfast"", ""Shampoo"", ""TV"", ""Private living room"", ""Kitchen"", ""First aid kit"", ""Heating"", ""Wifi"", ""Free parking on premises"", ""Air conditioning"", ""Hair dryer"", ""Essentials"", ""Lock on bedroom door""]",1,1125,t,365,0,,f,
40167718,21940642,Alex,9/29/14,within an hour,100%,86%,f,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'government_id']",t,Daly City,Shared room,4,1,4,"[""Microwave"", ""Smoke alarm"", ""Refrigerator"", ""Dryer"", ""Hot water"", ""Kitchen"", ""Wifi"", ""Heating"", ""Fire extinguisher"", ""Dishes and silverware"", ""Hair dryer"", ""Free street parking"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""First aid kit""]",1,90,t,84,1,60,t,0.08
40167984,21940642,Alex,9/29/14,within an hour,100%,86%,f,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'government_id']",t,Daly City,Shared room,4,1,4,"[""Washer"", ""Heating"", ""Dryer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Kitchen"", ""Wifi"", ""Fire extinguisher"", ""First aid kit"", ""Essentials""]",1,90,t,90,1,80,t,0.08
40173668,75708671,Grace,6/4/16,within a few hours,100%,79%,t,"['email', 'phone', 'facebook', 'offline_government_id', 'government_id']",t,Daly City,Entire home/apt,9,3,6,"[""Oven"", ""Dryer"", ""Hot water"", ""Stove"", ""Private entrance"", ""Hair dryer"", ""Kitchen"", ""Microwave"", ""Shampoo"", ""Iron"", ""Washer"", ""Dishes and silverware"", ""Free street parking"", ""Keypad"", ""Coffee maker"", ""TV"", ""Wifi"", ""Cable TV"", ""Fire extinguisher"", ""Cooking basics"", ""Extra pillows and blankets"", ""Heating"", ""Carbon monoxide alarm"", ""Bed linens"", ""Refrigerator"", ""Breakfast"", ""First aid kit"", ""Hangers"", ""Smoke alarm"", ""Free parking on premises"", ""Essentials"", ""Shower gel""]",2,28,t,364,5,100,t,0.41
40175841,310199822,Marcelo,11/17/19,N/A,N/A,N/A,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,Daly City,Private room,1,1,1,"[""Washer"", ""Heating"", ""Dryer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Hot water"", ""Kitchen"", ""Wifi"", ""Hangers"", ""Essentials"", ""Lock on bedroom door""]",1,10,t,89,1,100,f,0.07
40177699,21940642,Alex,9/29/14,within an hour,100%,86%,f,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'government_id']",t,Daly City,Shared room,4,1,4,"[""Smoke alarm"", ""Free street parking"", ""Heating"", ""Carbon monoxide alarm"", ""Hot water"", ""Fire extinguisher"", ""First aid kit"", ""Wifi"", ""Dryer"", ""Kitchen"", ""Dishes and silverware"", ""Hair dryer"", ""Essentials"", ""Washer""]",2,90,t,90,1,100,t,0.08
40178361,21940642,Alex,9/29/14,within an hour,100%,86%,f,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'government_id']",t,Daly City,Shared room,4,1,4,"[""Washer"", ""Heating"", ""Dryer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Hot water"", ""Stove"", ""Hair dryer"", ""Kitchen"", ""Refrigerator"", ""Wifi"", ""Fire extinguisher"", ""First aid kit"", ""Essentials""]",2,90,t,59,7,89,t,0.57
40178559,21940642,Alex,9/29/14,within an hour,100%,86%,f,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'government_id']",t,Daly City,Shared room,2,1,2,"[""Washer"", ""Heating"", ""Dryer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Kitchen"", ""Wifi"", ""Fire extinguisher"", ""First aid kit"", ""Essentials""]",2,90,t,87,3,100,t,0.41
40178974,21940642,Alex,9/29/14,within an hour,100%,86%,f,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'government_id']",t,Daly City,Shared room,2,1,2,"[""Microwave"", ""Smoke alarm"", ""Refrigerator"", ""Dryer"", ""Hot water"", ""Kitchen"", ""Wifi"", ""Heating"", ""Fire extinguisher"", ""Dishes and silverware"", ""Hair dryer"", ""Free street parking"", ""Essentials"", ""Carbon monoxide alarm"", ""Oven"", ""Washer"", ""First aid kit"", ""Stove""]",2,90,t,89,2,90,t,0.15
40180506,154639283,Laurent,10/15/17,a few days or more,0%,100%,f,"['email', 'phone']",f,Menlo Park,Entire home/apt,4,1,2,"[""Smoke alarm"", ""Wifi"", ""Free parking on premises"", ""First aid kit"", ""Heating"", ""Hangers"", ""Hair dryer"", ""Shampoo"", ""Kitchen"", ""Private entrance"", ""Essentials""]",14,30,t,89,0,,t,
40195780,304198372,Matheus,10/24/19,N/A,N/A,N/A,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,Daly City,Private room,2,1,1,"[""Wifi"", ""Free parking on premises"", ""Hot water"", ""Heating"", ""Dryer"", ""Hair dryer"", ""Iron"", ""Shampoo"", ""TV"", ""Kitchen"", ""Washer"", ""Air conditioning"", ""Essentials""]",1,10,t,0,1,100,f,0.07
40202293,18839434,Tribe,7/24/14,within an hour,100%,100%,f,"['email', 'phone', 'reviews', 'offline_government_id', 'kba', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,South San Francisco,Entire home/apt,4,1,1,"[""Iron"", ""Paid parking off premises"", ""EV charger"", ""Dishes and silverware"", ""Shampoo"", ""Single level home"", ""Essentials"", ""Microwave"", ""Cable TV"", ""Gym"", ""Smoke alarm"", ""Elevator"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Lockbox"", ""Dedicated workspace"", ""High chair"", ""Baking sheet"", ""Hair dryer"", ""Stove"", ""Bathtub"", ""Dishwasher"", ""Hot water"", ""Air conditioning"", ""TV"", ""Bed linens"", ""BBQ grill"", ""Barbecue utensils"", ""Heating"", ""Hangers"", ""Wifi"", ""Oven"", ""Shower gel"", ""Coffee maker"", ""Room-darkening shades"", ""Refrigerator"", ""Game console"", ""Kitchen"", ""Long term stays allowed"", ""Paid parking on premises"", ""Washer"", ""Pack \u2019n Play/travel crib"", ""Cooking basics"", ""Dryer""]",30,1125,t,208,9,96,t,0.67
40211062,70566723,LeboMaria,5/5/16,within an hour,100%,100%,f,"['email', 'phone', 'reviews', 'offline_government_id', 'kba', 'selfie', 'government_id']",t,San Mateo,Private room,2,1,1,"[""Long term stays allowed"", ""Air conditioning"", ""Paid parking off premises"", ""Washer"", ""Smoke alarm"", ""First aid kit"", ""Free street parking"", ""Dishes and silverware"", ""Heating"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Garden or backyard"", ""Dishwasher"", ""Cooking basics"", ""Waterfront"", ""Stove"", ""Dedicated workspace"", ""Indoor fireplace"", ""Iron"", ""Oven"", ""Refrigerator"", ""Free parking on premises"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Microwave"", ""Kitchen"", ""Coffee maker"", ""Essentials"", ""Shampoo"", ""Lake access"", ""TV"", ""Wifi"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Dryer"", ""Hangers""]",1,1125,t,363,7,94,f,0.52
40265537,311032116,Erin,11/20/19,within an hour,100%,94%,t,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,Pacifica,Entire home/apt,5,3,3,"[""Iron"", ""Dishes and silverware"", ""Shampoo"", ""Fire extinguisher"", ""Patio or balcony"", ""Essentials"", ""Free street parking"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Fireplace guards"", ""Garden or backyard"", ""Dedicated workspace"", ""Indoor fireplace"", ""Hair dryer"", ""Stove"", ""Bathtub"", ""Dishwasher"", ""Hot water"", ""Bed linens"", ""TV"", ""Air conditioning"", ""BBQ grill"", ""Heating"", ""Hangers"", ""Wifi"", ""Free parking on premises"", ""Oven"", ""Private entrance"", ""Coffee maker"", ""Room-darkening shades"", ""Refrigerator"", ""Children\u2019s books and toys"", ""Kitchen"", ""Washer"", ""Cooking basics"", ""Dryer""]",4,1125,t,0,15,100,t,1.12
40266770,119867769,Eric,3/9/17,within an hour,100%,94%,t,"['email', 'phone', 'facebook', 'reviews']",f,Belmont,Private room,1,1,0,"[""Refrigerator"", ""Hot water"", ""Dishes and silverware"", ""Patio or balcony"", ""Oven"", ""Hair dryer"", ""Long term stays allowed"", ""Hangers"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Wifi"", ""Lock on bedroom door"", ""Iron"", ""Free street parking"", ""BBQ grill"", ""Microwave"", ""Dishwasher"", ""Keypad"", ""Dryer"", ""TV"", ""Cable TV"", ""Garden or backyard"", ""Dedicated workspace"", ""Cooking basics"", ""Indoor fireplace"", ""Free parking on premises"", ""Kitchen"", ""Heating"", ""Fire extinguisher"", ""Shampoo"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""Cleaning before checkout"", ""Stove""]",2,61,t,90,4,100,f,0.31
40281406,86083871,Kina,7/26/16,within an hour,100%,100%,t,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,San Bruno,Entire home/apt,8,3,5,"[""Refrigerator"", ""Hot water"", ""Dishes and silverware"", ""Patio or balcony"", ""Bed linens"", ""Oven"", ""Hair dryer"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Coffee maker"", ""Wifi"", ""Iron"", ""Free street parking"", ""First aid kit"", ""Microwave"", ""Dryer"", ""TV"", ""Private entrance"", ""Cable TV"", ""Garden or backyard"", ""Portable fans"", ""Single level home"", ""Conditioner"", ""Dedicated workspace"", ""Cooking basics"", ""Free parking on premises"", ""Kitchen"", ""Heating"", ""Shampoo"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""Stove""]",3,90,t,169,68,95,t,5.23
40288099,41574587,Enrique And Vienna  Of Q Management,8/15/15,within an hour,86%,98%,f,"['email', 'phone', 'reviews', 'kba']",f,South San Francisco,Entire home/apt,4,2,2,"[""Iron"", ""Shampoo"", ""Smoke alarm"", ""First aid kit"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Heating"", ""Washer"", ""Wifi"", ""Essentials"", ""Free parking on premises"", ""Hangers"", ""Private entrance"", ""Dedicated workspace"", ""Dryer"", ""Hair dryer""]",1,28,t,362,41,88,f,3.08
40288424,41574587,Enrique And Vienna  Of Q Management,8/15/15,within an hour,86%,98%,f,"['email', 'phone', 'reviews', 'kba']",f,San Bruno,Entire home/apt,6,2,3,"[""Private entrance"", ""Hot water"", ""Wifi"", ""Washer"", ""Kitchen"", ""Shampoo"", ""Dryer"", ""Hair dryer"", ""Essentials"", ""Free street parking"", ""Dedicated workspace"", ""Heating"", ""Carbon monoxide alarm"", ""Iron"", ""Stove"", ""Oven"", ""Refrigerator"", ""Fire extinguisher"", ""Hangers"", ""First aid kit"", ""Smoke alarm"", ""Microwave"", ""Coffee maker"", ""Cooking basics"", ""Dishes and silverware"", ""Bed linens""]",1,29,t,352,52,80,t,3.94
40289149,171310676,Randy,2/2/18,within an hour,100%,98%,t,"['email', 'phone', 'offline_government_id', 'government_id', 'work_email']",t,Daly City,Private room,1,1,1,"[""Iron"", ""Shampoo"", ""Fire extinguisher"", ""Essentials"", ""Microwave"", ""Free street parking"", ""Smoke alarm"", ""First aid kit"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""Lockbox"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""Hot water"", ""Heating"", ""Hangers"", ""Wifi"", ""Oven"", ""Coffee maker"", ""Refrigerator"", ""Kitchen"", ""Washer"", ""Cooking basics"", ""Dryer""]",4,31,t,0,24,97,f,1.98
40293827,69427725,Staci,4/28/16,within a day,100%,80%,f,"['email', 'phone', 'facebook', 'offline_government_id', 'government_id']",t,Foster City,Private room,4,1,1,"[""Portable fans"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Beachfront"", ""EV charger"", ""Smoke alarm"", ""First aid kit"", ""Hangers"", ""Stainless steel refrigerator"", ""HDTV with Netflix, HBO Max, Amazon Prime Video, Chromecast, premium cable, standard cable"", ""Stainless steel electric stove"", ""Free street parking"", ""Nexxus conditioner"", ""Rice maker"", ""Dishes and silverware"", ""Heating"", ""Hot water"", ""Gym"", ""Private living room"", ""Elevator"", ""Cable TV"", ""Hair dryer"", ""Garden or backyard"", ""Dishwasher"", ""Shower gel"", ""Patio or balcony"", ""Cooking basics"", ""Baking sheet"", ""Freezer"", ""Dedicated workspace"", ""Iron"", ""Breakfast"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Pool"", ""Microwave"", ""Dryer \u2013\u00a0In unit"", ""Kitchen"", ""Ceiling fan"", ""Essentials"", ""Coffee maker"", ""Bed linens"", ""Lake access"", ""Wifi"", ""Washer \u2013\u00a0In unit"", ""Nexxus shampoo"", ""Lock on bedroom door"", ""Single level home"", ""Stainless steel oven""]",1,90,t,178,1,100,t,0.51
40310392,142837801,Tiffany,7/27/17,within an hour,100%,95%,t,"['email', 'phone']",f,Pacifica,Entire home/apt,4,1,1,"[""Dishes and silverware"", ""Shampoo"", ""Essentials"", ""Microwave"", ""Free street parking"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""Hot water"", ""TV"", ""Heating"", ""Hangers"", ""Wifi"", ""Oven"", ""Private entrance"", ""Coffee maker"", ""Refrigerator"", ""Kitchen"", ""Washer"", ""Cooking basics"", ""Dryer""]",1,1125,t,33,71,96,f,6.26
40331453,311668562,Lauren,11/23/19,within an hour,100%,100%,t,"['email', 'phone']",f,Menlo Park,Entire home/apt,2,,1,"[""Dishes and silverware"", ""Refrigerator"", ""Free parking on premises"", ""Fire extinguisher"", ""Private entrance"", ""TV"", ""Hot water"", ""Hangers"", ""Carbon monoxide alarm"", ""Heating"", ""Smoke alarm"", ""Iron"", ""Dedicated workspace"", ""Wifi"", ""Microwave"", ""Hair dryer"", ""Essentials"", ""Keypad"", ""Coffee maker""]",2,45,t,158,20,98,t,1.5
40347150,311813460,Alexandre,11/24/19,within an hour,100%,95%,f,"['phone', 'offline_government_id', 'government_id']",t,Daly City,Shared room,1,1,4,"[""Smoke alarm"", ""Dedicated workspace"", ""Dryer"", ""Hot water"", ""Smart lock"", ""Kitchen"", ""Wifi"", ""Heating"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""Hangers""]",1,1125,t,365,8,75,f,0.6
40355469,21940642,Alex,9/29/14,within an hour,100%,86%,f,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'government_id']",t,Daly City,Shared room,2,1,2,"[""Microwave"", ""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""First aid kit"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Heating"", ""Washer"", ""Wifi"", ""Essentials"", ""Dryer"", ""Hair dryer""]",1,90,t,90,0,,f,
40379996,25161643,Mukul,12/24/14,within a few hours,100%,92%,t,"['email', 'phone', 'offline_government_id', 'government_id', 'work_email']",t,East Palo Alto,Private room,1,1,0,"[""Kitchen"", ""Air conditioning"", ""TV"", ""Dryer"", ""Washer"", ""Hangers"", ""Wifi"", ""Essentials"", ""Free parking on premises"", ""Dedicated workspace"", ""Indoor fireplace""]",30,30,t,87,0,,f,
40394974,25171215,Juergen,12/24/14,within an hour,100%,99%,t,"['email', 'phone', 'reviews', 'jumio', 'kba', 'selfie', 'government_id', 'identity_manual']",t,East Palo Alto,Entire home/apt,4,2,2,"[""Oven"", ""Hot water"", ""Stove"", ""Private entrance"", ""Hair dryer"", ""Kitchen"", ""Microwave"", ""Long term stays allowed"", ""Barbecue utensils"", ""Shampoo"", ""Single level home"", ""Iron"", ""Dishes and silverware"", ""Garden or backyard"", ""Keypad"", ""Coffee maker"", ""TV"", ""Wifi"", ""Air conditioning"", ""Fire extinguisher"", ""Cooking basics"", ""Extra pillows and blankets"", ""Heating"", ""Carbon monoxide alarm"", ""Bed linens"", ""Refrigerator"", ""Hangers"", ""BBQ grill"", ""Dishwasher"", ""Dedicated workspace"", ""Smoke alarm"", ""Free parking on premises"", ""Baking sheet"", ""Patio or balcony"", ""Essentials"", ""Shower gel""]",1,60,t,173,7,100,f,0.54
40404075,312440686,David,11/26/19,a few days or more,100%,100%,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,San Mateo,Private room,2,,1,"[""Air conditioning"", ""Free parking on premises"", ""TV"", ""Kitchen"", ""Essentials""]",1,1125,t,179,2,,t,0.15
40418097,54889490,Ray,1/16/16,within an hour,99%,99%,t,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,Brisbane,Entire home/apt,16,7,17,"[""Private entrance"", ""Room-darkening shades"", ""Long term stays allowed"", ""Garden or backyard"", ""Hot water"", ""BBQ grill"", ""Bathtub"", ""Washer"", ""Wifi"", ""Dryer"", ""Air conditioning"", ""Shampoo"", ""Hair dryer"", ""Essentials"", ""Freezer"", ""Kitchen"", ""Luggage dropoff allowed"", ""Cleaning before checkout"", ""Game console"", ""Free street parking"", ""Carbon monoxide alarm"", ""Heating"", ""Dedicated workspace"", ""Dishwasher"", ""Waterfront"", ""Iron"", ""Hot tub"", ""Stove"", ""Crib"", ""Oven"", ""Pack \u2019n Play/travel crib"", ""Refrigerator"", ""Fire extinguisher"", ""TV"", ""Hangers"", ""First aid kit"", ""Smoke alarm"", ""Microwave"", ""Coffee maker"", ""Cooking basics"", ""Changing table"", ""Dishes and silverware"", ""Barbecue utensils"", ""Children\u2019s books and toys"", ""Free parking on premises"", ""Patio or balcony""]",2,1125,t,269,20,89,f,1.6
40456488,52698549,Biren,12/29/15,within an hour,100%,98%,t,"['email', 'phone', 'google', 'reviews', 'jumio', 'kba', 'selfie', 'government_id', 'identity_manual']",t,San Bruno,Entire home/apt,2,,1,"[""Dryer"", ""Hot water"", ""Stove"", ""Private entrance"", ""Hair dryer"", ""Kitchen"", ""Microwave"", ""Long term stays allowed"", ""Shampoo"", ""Single level home"", ""Iron"", ""Washer"", ""Dishes and silverware"", ""Free street parking"", ""Coffee maker"", ""TV"", ""Wifi"", ""Cooking basics"", ""Extra pillows and blankets"", ""Heating"", ""Carbon monoxide alarm"", ""Bed linens"", ""Lockbox"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Smoke alarm"", ""Essentials"", ""Shower gel""]",2,30,t,23,58,96,t,4.36
40470884,2310061,Hanna,5/7/12,within an hour,100%,99%,t,"['email', 'phone', 'facebook', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,Pacifica,Private room,2,1,1,"[""Private entrance"", ""Garden or backyard"", ""Hot water"", ""Wifi"", ""Shampoo"", ""Hair dryer"", ""Essentials"", ""Luggage dropoff allowed"", ""Free street parking"", ""Carbon monoxide alarm"", ""Heating"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Refrigerator"", ""Fire extinguisher"", ""TV"", ""Hangers"", ""First aid kit"", ""Smoke alarm"", ""Keypad"", ""Coffee maker"", ""Dishes and silverware"", ""Patio or balcony"", ""Bed linens""]",1,30,t,173,105,96,t,8.18
